"Class Name - Allocated Objects","Bytes Allocated","Bytes Allocated","Objects Allocated"
"java.security.AccessController","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilderViaProxy","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilderViaSetters","0.00%","0","0"
"apple.laf.JRSUIStateFactory","0.00%","0","0"
"apple.laf.JRSUIState$AnimationFrameState","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilderCheckGetters","0.00%","0","0"
"apple.laf.JRSUIState$TitleBarHeightState","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilderViaConstructor","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilderViaFrom","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilder[]","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeBuilder[][]","0.00%","0","0"
"javax.management.openmbean.CompositeDataSupport","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter[]","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeConverter","0.00%","0","0"
"java.util.Arrays","0.00%","0","0"
"sun.security.x509.CertificateSubjectUniqueIdentity","0.00%","0","0"
"sun.security.x509.CertificateIssuerUniqueIdentity","0.00%","0","0"
"sun.security.x509.CertificateX509Key","0.00%","0","0"
"javax.swing.GroupLayout$Spring","0.00%","0","0"
"javax.swing.GroupLayout$Group","0.00%","0","0"
"sun.security.x509.CertificateSubjectName","0.00%","0","0"
"sun.security.x509.CertificateValidity","0.00%","0","0"
"javax.swing.GroupLayout$PreferredGapSpring","0.00%","0","0"
"sun.security.x509.CertificateIssuerName","0.00%","0","0"
"sun.security.x509.CertificateAlgorithmId","0.00%","0","0"
"sun.security.x509.CertificateSerialNumber","0.00%","0","0"
"javax.swing.GroupLayout$LinkInfo","0.00%","0","0"
"sun.security.x509.CertificateExtensions","0.00%","0","0"
"java.io.SerializablePermission","0.00%","0","0"
"javax.swing.text.JTextComponent","0.00%","0","0"
"javax.management.Notification","0.00%","0","0"
"sun.misc.FileURLMapper","0.00%","0","0"
"javax.swing.text.JTextComponent$DropLocation","0.00%","0","0"
"java.util.AbstractMap$2","0.00%","0","0"
"java.util.AbstractMap$1","0.00%","0","0"
"java.util.AbstractMap","0.00%","0","0"
"javax.swing.text.JTextComponent$DefaultTransferHandler","0.00%","0","0"
"javax.print.attribute.HashPrintRequestAttributeSet","0.00%","0","0"
"javax.swing.text.JTextComponent$1","0.00%","0","0"
"javax.swing.text.JTextComponent$2","0.00%","0","0"
"javax.swing.text.JTextComponent$AccessibleJTextComponent","0.00%","0","0"
"javax.swing.text.JTextComponent$InputMethodRequestsHandler","0.00%","0","0"
"java.lang.StringCoding","0.00%","0","0"
"javax.swing.text.JTextComponent$ComposedTextCaret","0.00%","0","0"
"javax.swing.text.JTextComponent$3","0.00%","0","0"
"java.nio.HeapCharBufferR","0.00%","0","0"
"java.lang.Enum","0.00%","0","0"
"javax.swing.JTextField$TextFieldActionPropertyChangeListener","0.00%","0","0"
"javax.swing.JTextField$AccessibleJTextField","0.00%","0","0"
"java.util.TreeMap$EntryIterator","0.00%","0","0"
"java.security.DigestException","0.00%","0","0"
"java.security.MessageDigestSpi","0.00%","0","0"
"javax.swing.event.CaretEvent","0.00%","0","0"
"javax.swing.plaf.TextUI","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextUI","0.00%","0","0"
"java.lang.OutOfMemoryError","0.00%","0","0"
"java.security.BasicPermission","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextUI$BasicCaret","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextUI$BasicHighlighter","0.00%","0","0"
"java.security.spec.X509EncodedKeySpec","0.00%","0","0"
"sun.security.x509.NetscapeCertTypeExtension$MapEntry","0.00%","0","0"
"sun.util.resources.TimeZoneNames","0.00%","0","0"
"java.security.Provider$UString","0.00%","0","0"
"sun.security.x509.RFC822Name","0.00%","0","0"
"sun.misc.Signal","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextFieldUI","0.00%","0","0"
"javax.swing.text.GlyphView","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextFieldUI$I18nFieldView","0.00%","0","0"
"java.lang.Terminator","0.00%","0","0"
"java.lang.InheritableThreadLocal","0.00%","0","0"
"sun.security.jca.Providers$1","0.00%","0","0"
"sun.security.jca.Providers","0.00%","0","0"
"java.io.StreamTokenizer","0.00%","0","0"
"javax.swing.text.EditorKit","0.00%","0","0"
"javax.swing.text.BadLocationException","0.00%","0","0"
"java.security.cert.CertificateFactorySpi","0.00%","0","0"
"java.util.jar.JarEntry","0.00%","0","0"
"java.lang.management.ThreadInfo[]","0.00%","0","0"
"sun.management.ThreadImpl","0.00%","0","0"
"javax.management.MBeanException","0.00%","0","0"
"javax.management.InvalidAttributeValueException","0.00%","0","0"
"javax.management.ReflectionException","0.00%","0","0"
"com.sun.jmx.mbeanserver.PerInterface","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanIntrospector","0.00%","0","0"
"java.security.PermissionCollection","0.00%","0","0"
"java.math.SignedMutableBigInteger","0.00%","0","0"
"java.math.BigDecimal","0.00%","0","0"
"java.io.PushbackInputStream","0.00%","0","0"
"sun.management.OperatingSystemImpl","0.00%","0","0"
"java.util.TreeMap$ValueIterator","0.00%","0","0"
"java.lang.ref.Reference$Lock","0.00%","0","0"
"java.security.SecureClassLoader","0.00%","0","0"
"java.net.ContentHandler","0.00%","0","0"
"java.lang.CloneNotSupportedException","0.00%","0","0"
"java.nio.charset.CoderMalfunctionError","0.00%","0","0"
"java.nio.charset.CharsetDecoder","0.00%","0","0"
"java.io.InvalidClassException","0.00%","0","0"
"java.nio.MappedByteBuffer","0.00%","0","0"
"sun.util.resources.TimeZoneNamesBundle","0.00%","0","0"
"sun.security.util.PropertyExpander$ExpandException","0.00%","0","0"
"sun.security.util.PropertyExpander","0.00%","0","0"
"javax.management.NotificationBroadcasterSupport$1","0.00%","0","0"
"java.nio.DirectDoubleBufferS","0.00%","0","0"
"java.nio.DirectDoubleBufferU","0.00%","0","0"
"java.nio.ByteBufferAsDoubleBufferL","0.00%","0","0"
"java.nio.ByteBufferAsDoubleBufferB","0.00%","0","0"
"java.nio.DirectFloatBufferS","0.00%","0","0"
"java.nio.ByteBufferAsFloatBufferL","0.00%","0","0"
"javax.swing.TransferHandler","0.00%","0","0"
"javax.swing.TransferHandler$SwingDragGestureRecognizer","0.00%","0","0"
"javax.swing.TransferHandler$DragHandler","0.00%","0","0"
"javax.swing.TransferHandler$PropertyTransferable","0.00%","0","0"
"java.nio.ByteBufferAsFloatBufferB","0.00%","0","0"
"java.nio.DirectLongBufferS","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextUI$TextTransferHandler$TextTransferable","0.00%","0","0"
"sun.swing.UIAction","0.00%","0","0"
"javax.swing.TransferHandler$TransferAction$1","0.00%","0","0"
"javax.swing.TransferHandler$TransferAction$2","0.00%","0","0"
"java.nio.ByteBufferAsLongBufferL","0.00%","0","0"
"java.awt.datatransfer.Clipboard","0.00%","0","0"
"javax.swing.text.View","0.00%","0","0"
"java.nio.ByteBufferAsLongBufferB","0.00%","0","0"
"java.awt.event.MouseAdapter","0.00%","0","0"
"javax.swing.event.MouseInputAdapter","0.00%","0","0"
"java.nio.DirectIntBufferS","0.00%","0","0"
"java.nio.ByteBufferAsIntBufferL","0.00%","0","0"
"javax.swing.text.DefaultCaret","0.00%","0","0"
"java.nio.DirectShortBufferS","0.00%","0","0"
"javax.swing.text.DefaultCaret$SafeScroller","0.00%","0","0"
"javax.swing.text.StateInvariantError","0.00%","0","0"
"javax.swing.text.DefaultCaret$1","0.00%","0","0"
"javax.swing.text.DefaultCaret$DefaultFilterBypass","0.00%","0","0"
"java.nio.DirectShortBufferU","0.00%","0","0"
"java.nio.ByteBufferAsShortBufferL","0.00%","0","0"
"java.nio.DirectCharBufferS","0.00%","0","0"
"javax.swing.text.LayeredHighlighter","0.00%","0","0"
"javax.swing.text.DefaultHighlighter","0.00%","0","0"
"java.nio.DirectCharBufferU","0.00%","0","0"
"javax.swing.text.DefaultHighlighter$LayeredHighlightInfo","0.00%","0","0"
"javax.swing.text.DefaultHighlighter$HighlightInfo","0.00%","0","0"
"java.nio.ByteBufferAsCharBufferL","0.00%","0","0"
"java.nio.ByteBufferAsCharBufferB","0.00%","0","0"
"java.nio.DirectByteBufferR","0.00%","0","0"
"javax.swing.text.LayeredHighlighter$LayerPainter","0.00%","0","0"
"com.apple.laf.AquaHighlighter$AquaHighlightPainter","0.00%","0","0"
"java.awt.dnd.DropTarget","0.00%","0","0"
"java.util.TooManyListenersException","0.00%","0","0"
"com.sun.jmx.trace.Trace","0.00%","0","0"
"java.awt.dnd.DropTarget$DropTargetAutoScroller","0.00%","0","0"
"java.awt.datatransfer.DataFlavor[]","0.00%","0","0"
"java.awt.dnd.DropTargetContext$TransferableProxy","0.00%","0","0"
"java.util.AbstractMap$SimpleImmutableEntry","0.00%","0","0"
"java.awt.datatransfer.SystemFlavorMap$1","0.00%","0","0"
"java.awt.datatransfer.SystemFlavorMap$2","0.00%","0","0"
"java.awt.datatransfer.MimeType","0.00%","0","0"
"java.awt.datatransfer.DataFlavor","0.00%","0","0"
"sun.swing.AccessibleMethod","0.00%","0","0"
"javax.swing.TransferHandler$DropLocation","0.00%","0","0"
"javax.swing.text.AbstractDocument","0.00%","0","0"
"java.util.TreeMap$DescendingKeyIterator","0.00%","0","0"
"java.util.TreeMap$AscendingSubMap","0.00%","0","0"
"java.util.TreeMap$DescendingSubMap","0.00%","0","0"
"java.util.TreeMap$EntrySet","0.00%","0","0"
"java.util.TreeMap$Values","0.00%","0","0"
"java.util.TreeMap$KeySet","0.00%","0","0"
"javax.swing.text.AbstractDocument$DefaultFilterBypass","0.00%","0","0"
"javax.swing.text.AbstractDocument$ElementEdit","0.00%","0","0"
"java.text.Bidi","0.00%","0","0"
"java.io.File$1","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_INFO","0.00%","0","0"
"javax.swing.text.AbstractDocument$2","0.00%","0","0"
"java.util.zip.Deflater","0.00%","0","0"
"javax.swing.text.AbstractDocument$BranchElement[]","0.00%","0","0"
"javax.swing.text.GapVector","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap","0.00%","0","0"
"javax.management.openmbean.OpenMBeanParameterInfo[]","0.00%","0","0"
"javax.swing.text.GapContent$RemoveUndo","0.00%","0","0"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","0.00%","0","0"
"javax.swing.text.GapContent$UndoPosRef","0.00%","0","0"
"java.util.LinkedList$DescendingIterator","0.00%","0","0"
"java.net.SocketImpl","0.00%","0","0"
"sun.security.rsa.RSASignature","0.00%","0","0"
"sun.util.calendar.Era[]","0.00%","0","0"
"sun.util.calendar.AbstractCalendar","0.00%","0","0"
"java.io.FileDescriptor$1","0.00%","0","0"
"sun.management.HotSpotDiagnostic","0.00%","0","0"
"java.util.regex.Pattern$BmpCharProperty","0.00%","0","0"
"java.util.LinkedHashMap$ValueIterator","0.00%","0","0"
"java.util.Collections$UnmodifiableList$1","0.00%","0","0"
"java.util.Collections$UnmodifiableList","0.00%","0","0"
"com.sun.jmx.mbeanserver.JmxMBeanServer$1","0.00%","0","0"
"javax.management.MBeanServerInvocationHandler","0.00%","0","0"
"javax.swing.text.AbstractDocument$AbstractElement","0.00%","0","0"
"javax.management.JMX","0.00%","0","0"
"javax.management.InstanceNotFoundException","0.00%","0","0"
"com.sun.jmx.mbeanserver.Repository$ObjectNamePattern","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$1","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$2","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$3","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$4","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$5","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$6","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$7","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$8","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$9","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$10","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$11","0.00%","0","0"
"com.apple.laf.AquaTextFieldSearch$12","0.00%","0","0"
"javax.management.InstanceAlreadyExistsException","0.00%","0","0"
"sun.reflect.GeneratedConstructorAccessor2","0.00%","0","0"
"com.sun.jmx.mbeanserver.NamedObject","0.00%","0","0"
"com.sun.jmx.mbeanserver.Repository","0.00%","0","0"
"java.security.ProviderException","0.00%","0","0"
"javax.swing.JScrollPane$AccessibleJScrollPane","0.00%","0","0"
"javax.swing.ScrollPaneLayout","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_VERSION","0.00%","0","0"
"sun.security.x509.CertificateVersion","0.00%","0","0"
"javax.swing.JViewport$1","0.00%","0","0"
"javax.swing.JViewport$AccessibleJViewport","0.00%","0","0"
"sun.security.x509.Extension","0.00%","0","0"
"javax.swing.plaf.ViewportUI","0.00%","0","0"
"javax.management.openmbean.TabularType","0.00%","0","0"
"javax.swing.JScrollBar","0.00%","0","0"
"java.util.EmptyStackException","0.00%","0","0"
"java.awt.event.AdjustmentEvent","0.00%","0","0"
"javax.swing.JScrollBar$AccessibleJScrollBar","0.00%","0","0"
"javax.swing.plaf.ScrollBarUI","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_ATTRIBUTE[]","0.00%","0","0"
"java.util.Collections$EmptyList","0.00%","0","0"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry[]","0.00%","0","0"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry","0.00%","0","0"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport","0.00%","0","0"
"java.io.File$LazyInitialization","0.00%","0","0"
"com.sun.jmx.trace.TraceManager","0.00%","0","0"
"javax.swing.plaf.ScrollPaneUI","0.00%","0","0"
"javax.swing.plaf.basic.BasicScrollPaneUI","0.00%","0","0"
"javax.swing.plaf.basic.BasicScrollPaneUI$Actions","0.00%","0","0"
"sun.jkernel.DownloadManager$1","0.00%","0","0"
"java.lang.Byte","0.00%","0","0"
"sun.security.rsa.RSACore$BlindingParameters","0.00%","0","0"
"sun.security.rsa.RSACore","0.00%","0","0"
"sun.management.CompilationImpl","0.00%","0","0"
"java.lang.management.LockInfo","0.00%","0","0"
"javax.swing.plaf.basic.BasicScrollPaneUI$MouseWheelHandler","0.00%","0","0"
"javax.swing.JTextArea$AccessibleJTextArea","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextAreaUI","0.00%","0","0"
"java.lang.management.LockInfo[]","0.00%","0","0"
"javax.swing.plaf.basic.BasicTextAreaUI$PlainParagraph","0.00%","0","0"
"javax.swing.text.BoxView","0.00%","0","0"
"java.lang.management.MonitorInfo","0.00%","0","0"
"java.lang.management.MonitorInfo[]","0.00%","0","0"
"javax.swing.JCheckBox$AccessibleJCheckBox","0.00%","0","0"
"com.apple.laf.AquaButtonLabeledUI","0.00%","0","0"
"java.lang.management.ThreadInfo","0.00%","0","0"
"sun.util.calendar.ZoneInfoFile$1","0.00%","0","0"
"java.io.DeleteOnExitHook$1","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder","0.00%","0","0"
"com.apple.laf.AquaButtonLabeledUI$LabeledButtonBorder","0.00%","0","0"
"javax.management.ObjectName$PatternProperty","0.00%","0","0"
"javax.management.ObjectName$Property","0.00%","0","0"
"javax.management.ObjectName$Property[]","0.00%","0","0"
"javax.management.MalformedObjectNameException","0.00%","0","0"
"com.sun.management.UnixOperatingSystem","0.00%","0","0"
"com.sun.management.OSMBeanFactory","0.00%","0","0"
"java.security.Provider$EngineDescription","0.00%","0","0"
"javax.swing.ToolTipManager$1","0.00%","0","0"
"java.awt.event.MouseMotionAdapter","0.00%","0","0"
"javax.accessibility.AccessibleContext","0.00%","0","0"
"java.security.Provider$Service","0.00%","0","0"
"java.awt.Component$AccessibleAWTComponent","0.00%","0","0"
"java.awt.Component$AccessibleAWTComponent$AccessibleAWTComponentHandler","0.00%","0","0"
"java.awt.Component$AccessibleAWTComponent$AccessibleAWTFocusHandler","0.00%","0","0"
"java.awt.Container$AccessibleAWTContainer","0.00%","0","0"
"java.awt.Container$AccessibleAWTContainer$AccessibleContainerHandler","0.00%","0","0"
"javax.swing.JComponent$AccessibleJComponent","0.00%","0","0"
"javax.swing.JComponent$AccessibleJComponent$AccessibleFocusHandler","0.00%","0","0"
"javax.swing.JComponent$AccessibleJComponent$AccessibleContainerHandler","0.00%","0","0"
"javax.swing.AbstractButton$AccessibleAbstractButton","0.00%","0","0"
"javax.accessibility.AccessibleIcon[]","0.00%","0","0"
"javax.accessibility.AccessibleRelation","0.00%","0","0"
"javax.swing.AbstractButton$AccessibleAbstractButton$ButtonKeyBinding","0.00%","0","0"
"javax.accessibility.AccessibleRelation[]","0.00%","0","0"
"java.awt.event.ComponentAdapter","0.00%","0","0"
"java.security.Provider$ServiceKey","0.00%","0","0"
"java.security.Provider","0.00%","0","0"
"sun.security.x509.X500Name","0.00%","0","0"
"com.apple.java.Usage$1","0.00%","0","0"
"sun.security.util.ByteArrayTagOrder","0.00%","0","0"
"java.io.ObjectStreamException","0.00%","0","0"
"sun.misc.Unsafe","0.00%","0","0"
"java.lang.Terminator$1","0.00%","0","0"
"sun.misc.SoftCache$EntrySet","0.00%","0","0"
"sun.misc.SharedSecrets","0.00%","0","0"
"javax.security.auth.x500.X500Principal","0.00%","0","0"
"sun.security.x509.X509CertInfo","0.00%","0","0"
"sun.security.util.DerValue[]","0.00%","0","0"
"sun.security.x509.IssuerAlternativeNameExtension","0.00%","0","0"
"sun.security.x509.SubjectAlternativeNameExtension","0.00%","0","0"
"sun.security.x509.ExtendedKeyUsageExtension","0.00%","0","0"
"sun.misc.HexDumpEncoder","0.00%","0","0"
"sun.security.x509.AttributeNameEnumeration","0.00%","0","0"
"java.security.cert.CertificateParsingException","0.00%","0","0"
"sun.security.x509.X509AttributeName","0.00%","0","0"
"java.security.cert.CertificateNotYetValidException","0.00%","0","0"
"java.security.SignatureException","0.00%","0","0"
"sun.security.x509.X509CertImpl","0.00%","0","0"
"javax.sound.sampled.AudioSystem","0.00%","0","0"
"java.lang.reflect.Proxy","0.00%","0","0"
"javax.management.RuntimeOperationsException","0.00%","0","0"
"javax.management.ObjectInstance","0.00%","0","0"
"java.util.TimeZone$1","0.00%","0","0"
"java.util.TimeZone","0.00%","0","0"
"com.sun.media.sound.JDK13Services","0.00%","0","0"
"java.nio.ReadOnlyBufferException","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager","0.00%","0","0"
"javax.sound.sampled.AudioPermission","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$1","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$2","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$3","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$4","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$5","0.00%","0","0"
"com.sun.media.sound.MixerThread","0.00%","0","0"
"com.sun.media.sound.JSSecurityManager$6","0.00%","0","0"
"java.nio.BufferOverflowException","0.00%","0","0"
"javax.sound.sampled.spi.MixerProvider","0.00%","0","0"
"java.nio.BufferUnderflowException","0.00%","0","0"
"java.nio.ByteBuffer","0.00%","0","0"
"java.io.FilterOutputStream","0.00%","0","0"
"sun.security.util.ObjectIdentifier","0.00%","0","0"
"sun.security.x509.AVAKeyword","0.00%","0","0"
"com.sun.media.sound.Platform","0.00%","0","0"
"javax.sound.sampled.Mixer$Info","0.00%","0","0"
"java.lang.LinkageError","0.00%","0","0"
"com.sun.media.sound.AbstractLine","0.00%","0","0"
"sun.util.calendar.CalendarDate","0.00%","0","0"
"java.util.regex.Pattern$LastNode","0.00%","0","0"
"java.util.regex.Pattern$Node","0.00%","0","0"
"com.sun.media.sound.AbstractMixer","0.00%","0","0"
"java.util.regex.Pattern$5","0.00%","0","0"
"java.util.regex.Pattern$8","0.00%","0","0"
"java.util.regex.Pattern$7","0.00%","0","0"
"java.util.regex.Pattern$4","0.00%","0","0"
"java.util.regex.Pattern$3","0.00%","0","0"
"java.util.regex.Pattern$SliceS","0.00%","0","0"
"com.sun.media.sound.MixerClip","0.00%","0","0"
"javax.sound.sampled.LineUnavailableException","0.00%","0","0"
"com.sun.media.sound.HeadspaceMixer$MidiLine","0.00%","0","0"
"com.sun.media.sound.EventDispatcher$EventInfo","0.00%","0","0"
"com.sun.media.sound.EventDispatcher$ClipInfo","0.00%","0","0"
"javax.sound.sampled.Control","0.00%","0","0"
"javax.sound.sampled.EnumControl","0.00%","0","0"
"java.util.regex.Pattern$SliceIS","0.00%","0","0"
"java.util.regex.Pattern$SliceU","0.00%","0","0"
"javax.sound.sampled.ReverbType","0.00%","0","0"
"javax.sound.sampled.Control$Type","0.00%","0","0"
"java.util.regex.Pattern$SliceUS","0.00%","0","0"
"java.util.regex.Pattern$SingleS","0.00%","0","0"
"java.util.regex.Pattern$SingleU","0.00%","0","0"
"com.sun.media.sound.SimpleInputDevice$InputDevicePort","0.00%","0","0"
"java.util.regex.Pattern$Prolog","0.00%","0","0"
"com.sun.media.sound.SimpleInputDevice$InputDevicePortInfo","0.00%","0","0"
"com.sun.media.sound.Toolkit","0.00%","0","0"
"com.sun.media.sound.AbstractDataLine","0.00%","0","0"
"java.util.regex.Pattern$LazyLoop","0.00%","0","0"
"java.util.regex.Pattern$Loop","0.00%","0","0"
"java.util.regex.Pattern$GroupCurly","0.00%","0","0"
"com.sun.media.sound.HAEShutdownHook$2","0.00%","0","0"
"java.util.regex.Pattern$NotBehind","0.00%","0","0"
"java.util.regex.Pattern$NotBehindS","0.00%","0","0"
"java.util.regex.Pattern$Behind","0.00%","0","0"
"java.util.regex.Pattern$BehindS","0.00%","0","0"
"java.util.regex.Pattern$Neg","0.00%","0","0"
"java.util.regex.Pattern$Pos","0.00%","0","0"
"java.util.regex.Pattern$1","0.00%","0","0"
"java.util.regex.Pattern$End","0.00%","0","0"
"java.util.regex.Pattern$LastMatch","0.00%","0","0"
"java.util.regex.Pattern$Bound","0.00%","0","0"
"java.util.regex.Pattern$BackRef","0.00%","0","0"
"java.util.regex.Pattern$CIBackRef","0.00%","0","0"
"java.util.regex.Pattern$UnixDot","0.00%","0","0"
"java.util.regex.Pattern$All","0.00%","0","0"
"java.util.regex.Pattern$UnixDollar","0.00%","0","0"
"java.util.regex.Pattern$Caret","0.00%","0","0"
"java.util.regex.Pattern$UnixCaret","0.00%","0","0"
"java.util.regex.PatternSyntaxException","0.00%","0","0"
"javax.swing.JSlider$1SmartHashtable","0.00%","0","0"
"javax.swing.JSlider$AccessibleJSlider","0.00%","0","0"
"javax.swing.plaf.SliderUI","0.00%","0","0"
"javax.swing.plaf.basic.BasicSliderUI","0.00%","0","0"
"java.util.regex.Pattern$StartS","0.00%","0","0"
"javax.management.Descriptor[]","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMaker","0.00%","0","0"
"sun.nio.ch.FileChannelImpl$Unmapper","0.00%","0","0"
"java.awt.Polygon","0.00%","0","0"
"java.io.ObjectInputStream$HandleTable$HandleList","0.00%","0","0"
"java.io.ObjectInputStream$HandleTable$HandleList[]","0.00%","0","0"
"java.io.ObjectInputStream$HandleTable","0.00%","0","0"
"sun.nio.cs.UTF_8","0.00%","0","0"
"sun.security.provider.Sun$1","0.00%","0","0"
"sun.security.provider.Sun","0.00%","0","0"
"com.apple.laf.AquaSliderUI$2$1","0.00%","0","0"
"java.lang.annotation.Annotation[][]","0.00%","0","0"
"javax.swing.plaf.basic.BasicGraphicsUtils","0.00%","0","0"
"javax.imageio.ImageIO","0.00%","0","0"
"java.lang.annotation.AnnotationFormatError","0.00%","0","0"
"javax.imageio.IIOException","0.00%","0","0"
"java.lang.reflect.TypeVariable[]","0.00%","0","0"
"java.util.concurrent.CopyOnWriteArrayList$COWIterator","0.00%","0","0"
"java.io.Reader","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$EnumConverter","0.00%","0","0"
"javax.imageio.ImageIO$CanEncodeImageAndFormatFilter","0.00%","0","0"
"javax.imageio.ImageIO$TranscoderFilter","0.00%","0","0"
"javax.imageio.ImageIO$ImageTranscoderIterator","0.00%","0","0"
"javax.imageio.stream.ImageInputStreamImpl","0.00%","0","0"
"java.lang.ProcessEnvironment$Value","0.00%","0","0"
"com.sun.imageio.stream.StreamFinalizer","0.00%","0","0"
"com.sun.imageio.stream.StreamCloser","0.00%","0","0"
"java.security.Policy$UnsupportedEmptyCollection","0.00%","0","0"
"java.security.Policy$PolicyDelegate","0.00%","0","0"
"java.security.Policy$3","0.00%","0","0"
"java.security.Policy$2","0.00%","0","0"
"javax.imageio.ImageReader","0.00%","0","0"
"sun.security.provider.PolicyFile","0.00%","0","0"
"java.security.Policy$1","0.00%","0","0"
"javax.imageio.ImageReader$1","0.00%","0","0"
"java.security.Policy","0.00%","0","0"
"java.io.StreamCorruptedException","0.00%","0","0"
"javax.imageio.metadata.IIOMetadata","0.00%","0","0"
"javax.imageio.metadata.IIOMetadata$1","0.00%","0","0"
"javax.imageio.metadata.IIOMetadata$2","0.00%","0","0"
"javax.imageio.metadata.IIOMetadataNode","0.00%","0","0"
"javax.imageio.metadata.IIOInvalidTreeException","0.00%","0","0"
"javax.imageio.IIOParam","0.00%","0","0"
"java.math.BigInteger[]","0.00%","0","0"
"java.math.MutableBigInteger","0.00%","0","0"
"java.security.SecureRandom","0.00%","0","0"
"java.math.BitSieve","0.00%","0","0"
"java.lang.ArithmeticException","0.00%","0","0"
"javax.imageio.ImageTypeSpecifier$Banded","0.00%","0","0"
"javax.imageio.ImageTypeSpecifier$Grayscale","0.00%","0","0"
"javax.imageio.ImageTypeSpecifier$Indexed","0.00%","0","0"
"java.util.ConcurrentModificationException","0.00%","0","0"
"com.sun.imageio.plugins.common.ReaderUtil","0.00%","0","0"
"com.sun.awt.AWTUtilities","0.00%","0","0"
"java.lang.IllegalStateException","0.00%","0","0"
"sun.security.pkcs11.wrapper.PKCS11$1","0.00%","0","0"
"com.sun.awt.AWTUtilities$1","0.00%","0","0"
"java.awt.FontMetrics","0.00%","0","0"
"sun.security.pkcs11.wrapper.PKCS11$SynchronizedPKCS11","0.00%","0","0"
"sun.security.pkcs11.wrapper.PKCS11","0.00%","0","0"
"java.util.zip.ZipException","0.00%","0","0"
"sun.security.x509.AVA[]","0.00%","0","0"
"java.nio.ByteBufferAsIntBufferRB","0.00%","0","0"
"java.nio.ShortBuffer","0.00%","0","0"
"java.nio.HeapShortBuffer","0.00%","0","0"
"java.nio.ByteBufferAsShortBufferRB","0.00%","0","0"
"java.io.StringReader","0.00%","0","0"
"sun.security.x509.AVA","0.00%","0","0"
"sun.nio.cs.UTF_16$Encoder","0.00%","0","0"
"sun.nio.cs.UnicodeDecoder","0.00%","0","0"
"sun.security.x509.RDN","0.00%","0","0"
"java.lang.System$2","0.00%","0","0"
"java.lang.System$1","0.00%","0","0"
"java.lang.System","0.00%","0","0"
"sun.font.FontStrikeDisposer","0.00%","0","0"
"sun.font.NativeStrikeDisposer","0.00%","0","0"
"sun.font.AppleNativeStrike$GlyphInfoCache$SparseBitShiftingTwoLayerArray","0.00%","0","0"
